2.87.85.139 - - [25/Nov/2022:07:35:50 +0200] "GET /~elkesite/nea-anakoinoseis/ HTTP/1.1" 200 50105 "https://www.google.com/" "Mozilla/5.0 (Android 10; Mobile; rv:107.0) Gecko/107.0 Firefox/107.0"
83.212.240.12 - - [25/Nov/2022:07:37:45 +0200] "POST /wp-cron.php?doing_wp_cron=1669354665.7212080955505371093750 HTTP/1.1" 200 166 "http://esa13thconference.eu/wp-cron.php?doing_wp_cron=1669354665.7212080955505371093750" "WordPress/4.9.6; http://esa13thconference.eu"
148.72.214.245 - - [25/Nov/2022:07:37:45 +0200] "POST /wp-login.php HTTP/1.1" 200 2306 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36"
94.65.67.241 - - [25/Nov/2022:07:37:48 +0200] "GET / HTTP/1.1" 200 11197 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /media/jui/js/jquery-migrate.min.js HTTP/1.1" 200 3415 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /media/jui/js/jquery-noconflict.js HTTP/1.1" 200 317 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /media/system/js/core.js HTTP/1.1" 200 2030 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /media/system/js/mootools-core.js HTTP/1.1" 200 27269 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /media/jui/js/jquery.min.js HTTP/1.1" 200 33579 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /media/system/js/caption.js HTTP/1.1" 200 685 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /plugins/system/jat3/jat3/base-themes/default/js/core.js HTTP/1.1" 200 2296 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /media/system/js/mootools-more.js HTTP/1.1" 200 68040 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /plugins/system/jat3/jat3/base-themes/default/js/menu/mega.js HTTP/1.1" 200 4821 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /templates/ja_purity_ii/js/ja.rightcol.js HTTP/1.1" 200 1332 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET / HTTP/1.1" 200 11196 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /templates/ja_purity_ii//images/header/header3.jpg HTTP/1.1" 200 11944 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /slideshow.php HTTP/1.1" 200 761 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /labelgoogle.html HTTP/1.1" 200 552 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /europe_cloud_overlay.html HTTP/1.1" 200 1218 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /europe_rain_overlay.html HTTP/1.1" 200 1193 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /europe_temperature_overlay.html HTTP/1.1" 200 1185 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /slideshow_seasonal.php HTTP/1.1" 200 771 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /images/stories/data/weathericons/overcast.gif HTTP/1.1" 200 1806 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /images/stories/data/weathericons/rain.gif HTTP/1.1" 200 1798 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /images/stories/data/weathericons/sunny.gif HTTP/1.1" 200 1880 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /images/stories/data/weathericons/showers.gif HTTP/1.1" 200 1526 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /images/stories/data/weathericons/sunnyintervals.gif HTTP/1.1" 200 1392 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /images/stories/data/laps/prec-mslp-wind.d02.hires.zoom.000.300x300.png HTTP/1.1" 304 182 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /images/stories/data/boltek/hua/screenshot/latest.jpg HTTP/1.1" 200 249318 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /images/stories/data/laps/prec-mslp.d01.000.300x300.png HTTP/1.1" 200 610869 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:49 +0200] "GET /images/stories/data/wrf/dust/DUST_DRY_DEPOSITION_GOCART.000009.png HTTP/1.1" 200 247892 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:50 +0200] "GET /templates/ja_purity_ii/images/favicon.ico HTTP/1.1" 200 1706 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:50 +0200] "GET /slideshow-bg.png HTTP/1.1" 404 513 "http://meteoclima.hua.gr/slideshow.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:50 +0200] "GET /images/stories/data/wrf/meteograms/nmmV3-chart_eu.gif HTTP/1.1" 200 41365 "http://meteoclima.hua.gr/slideshow.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:50 +0200] "GET /images/stories/data/wrf/meteograms/nmmV3-chart.gif HTTP/1.1" 200 29648 "http://meteoclima.hua.gr/slideshow.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:50 +0200] "GET /images/stories/data/wrf/google/t2mc.png HTTP/1.1" 200 6134 "http://meteoclima.hua.gr/europe_temperature_overlay.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:50 +0200] "GET /templates/ja_purity_ii/images/favicon.ico HTTP/1.1" 304 180 "http://meteoclima.hua.gr/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:52 +0200] "GET /images/stories/data/wrf/google/latest-cloud.png HTTP/1.1" 200 260211 "http://meteoclima.hua.gr/europe_cloud_overlay.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:52 +0200] "GET /images/stories/data/wrf/google/latest-rain.png HTTP/1.1" 200 24381 "http://meteoclima.hua.gr/europe_rain_overlay.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
94.65.67.241 - - [25/Nov/2022:07:37:52 +0200] "GET /images/stories/data/wrf/google/latest-t2m.png HTTP/1.1" 200 27878 "http://meteoclima.hua.gr/europe_temperature_overlay.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0"
2.87.85.139 - - [25/Nov/2022:07:37:59 +0200] "GET /~elkesite/2022/11/23/%ce%b3-4439-23-11-2022-%cf%80%cf%81%ce%bf%cf%83%ce%ba%ce%bb%ce%b7%cf%83%ce%b7-%ce%b5%ce%ba%ce%b4%ce%b7%ce%bb%cf%89%cf%83%ce%b7%cf%83-%ce%b5%ce%bd%ce%b4%ce%b9%ce%b1%cf%86%ce%b5%cf%81%ce%bf/ HTTP/1.1" 200 41877 "https://webms.hua.gr/~elkesite/nea-anakoinoseis/" "Mozilla/5.0 (Android 10; Mobile; rv:107.0) Gecko/107.0 Firefox/107.0"
2.87.85.139 - - [25/Nov/2022:07:38:02 +0200] "GET /~elkesite/wp-content/et-cache/2691/et-core-unified-tb-571-tb-846-deferred-2691.min.css?ver=1669334898 HTTP/1.1" 200 1249 "https://webms.hua.gr/~elkesite/2022/11/23/%ce%b3-4439-23-11-2022-%cf%80%cf%81%ce%bf%cf%83%ce%ba%ce%bb%ce%b7%cf%83%ce%b7-%ce%b5%ce%ba%ce%b4%ce%b7%ce%bb%cf%89%cf%83%ce%b7%cf%83-%ce%b5%ce%bd%ce%b4%ce%b9%ce%b1%cf%86%ce%b5%cf%81%ce%bf/" "Mozilla/5.0 (Android 10; Mobile; rv:107.0) Gecko/107.0 Firefox/107.0"
2.87.85.139 - - [25/Nov/2022:07:38:02 +0200] "GET /~elkesite/wp-content/uploads/2019/08/elke-logo-last-65.png HTTP/1.1" 200 7007 "-" "Mozilla/5.0 (Android 10; Mobile; rv:107.0) Gecko/107.0 Firefox/107.0"
83.212.240.12 - - [25/Nov/2022:07:38:02 +0200] "POST /wp-cron.php?doing_wp_cron=1669354682.3660449981689453125000 HTTP/1.1" 200 166 "http://esa13thconference.eu/wp-cron.php?doing_wp_cron=1669354682.3660449981689453125000" "WordPress/4.9.6; http://esa13thconference.eu"
185.119.81.100 - - [25/Nov/2022:07:38:01 +0200] "GET /wp-login.php HTTP/1.1" 200 1840 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36"
83.212.240.12 - - [25/Nov/2022:07:38:04 +0200] "POST /wp-cron.php?doing_wp_cron=1669354684.0410389900207519531250 HTTP/1.1" 200 166 "http://esa13thconference.eu/wp-cron.php?doing_wp_cron=1669354684.0410389900207519531250" "WordPress/4.9.6; http://esa13thconference.eu"
185.119.81.100 - - [25/Nov/2022:07:38:03 +0200] "POST /wp-login.php HTTP/1.1" 403 2412 "http://esa13thconference.eu/wp-login.php" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36"
2.87.85.139 - - [25/Nov/2022:07:38:02 +0200] "GET /~elkesite/2022/11/25/%cf%80%cf%81%ce%bf%cf%83%ce%ba%ce%bb%ce%b7%cf%83%ce%b7-%ce%b5%ce%ba%ce%b4%ce%b7%ce%bb%cf%89%cf%83%ce%b7%cf%83-%ce%b5%ce%bd%ce%b4%ce%b9%ce%b1%cf%86%ce%b5%cf%81%ce%bf%ce%bd%cf%84%ce%bf%cf%83-%ce%b3/ HTTP/1.1" 200 43291 "https://webms.hua.gr/~elkesite/2022/11/23/%ce%b3-4439-23-11-2022-%cf%80%cf%81%ce%bf%cf%83%ce%ba%ce%bb%ce%b7%cf%83%ce%b7-%ce%b5%ce%ba%ce%b4%ce%b7%ce%bb%cf%89%cf%83%ce%b7%cf%83-%ce%b5%ce%bd%ce%b4%ce%b9%ce%b1%cf%86%ce%b5%cf%81%ce%bf/" "Mozilla/5.0 (Android 10; Mobile; rv:107.0) Gecko/107.0 Firefox/107.0"
2.87.85.139 - - [25/Nov/2022:07:38:06 +0200] "GET /~elkesite/wp-content/uploads/2022/11/20221123_%CE%934439_%CE%A0%CE%95%CE%95_%CE%98%CE%95%CE%A3%CE%97_1_%CE%9A%CE%95-568_%CE%A1%CE%A9%CE%9E%CE%A54691%CE%92%CE%A3-5%CE%9B2-1.pdf HTTP/1.1" 301 915 "-" "Mozilla/5.0 (Android 10; Mobile; rv:107.0) Gecko/107.0 Firefox/107.0"
2.87.85.139 - - [25/Nov/2022:07:38:06 +0200] "GET /~elkesite/wp-content/uploads/2022/11/20221123_%ce%934439_%ce%a0%ce%95%ce%95_%ce%98%ce%95%ce%a3%ce%97_1_%ce%9a%ce%95-568_%ce%a1%ce%a9%ce%9e%ce%a54691%ce%92%ce%a3-5%ce%9b2-1.pdf HTTP/1.1" 200 1606739 "-" "Mozilla/5.0 (Android 10; Mobile; rv:107.0) Gecko/107.0 Firefox/107.0"
77.232.40.76 - - [25/Nov/2022:07:38:36 +0200] "GET /index.php HTTP/1.0" 200 50325 "http://meteoclima.hua.gr/index.php" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
77.232.40.76 - - [25/Nov/2022:07:38:37 +0200] "GET /index.php?option=com_users&view=registration HTTP/1.0" 200 36772 "http://meteoclima.hua.gr/index.php?option=com_users&view=registration" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
77.232.40.76 - - [25/Nov/2022:07:38:37 +0200] "POST /index.php?option=com_users&task=registration.register HTTP/1.0" 303 230 "http://meteoclima.hua.gr/index.php?option=com_users&view=registration" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
2.87.85.139 - - [25/Nov/2022:07:38:34 +0200] "GET /~elkesite/ HTTP/1.1" 200 41177 "https://www.google.com/" "Mozilla/5.0 (Android 10; Mobile; rv:107.0) Gecko/107.0 Firefox/107.0"
77.232.40.76 - - [25/Nov/2022:07:38:37 +0200] "GET /index.php?option=com_users&view=registration HTTP/1.0" 200 37198 "http://meteoclima.hua.gr/index.php?option=com_users&view=registration" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
77.232.40.76 - - [25/Nov/2022:07:38:38 +0200] "GET /index.php?option=com_users&view=login HTTP/1.0" 200 34148 "http://meteoclima.hua.gr/index.php?option=com_users&view=login" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
77.232.40.76 - - [25/Nov/2022:07:38:39 +0200] "POST /index.php?option=com_users&task=user.login HTTP/1.0" 200 1843 "http://meteoclima.hua.gr/index.php?option=com_users&view=login" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
77.232.40.76 - - [25/Nov/2022:07:38:39 +0200] "GET /index.php HTTP/1.0" 200 50126 "http://meteoclima.hua.gr/index.php" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
2.87.85.139 - - [25/Nov/2022:07:38:36 +0200] "GET /~elkesite/nea-anakoinoseis/ HTTP/1.1" 200 46371 "https://www.google.com/" "Mozilla/5.0 (Android 10; Mobile; rv:107.0) Gecko/107.0 Firefox/107.0"
2.87.85.139 - - [25/Nov/2022:07:38:39 +0200] "GET /~elkesite/wp-content/uploads/2019/08/elke-logo-last-65.png HTTP/1.1" 200 7007 "-" "Mozilla/5.0 (Android 10; Mobile; rv:107.0) Gecko/107.0 Firefox/107.0"
74.208.68.9 - - [25/Nov/2022:07:38:50 +0200] "GET /stations/geraki/downld02.txt HTTP/1.1" 200 6724 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
74.208.68.9 - - [25/Nov/2022:07:38:53 +0200] "GET /stations/Harokopio-Athens/downld02.txt HTTP/1.1" 200 7653 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
83.212.240.12 - - [25/Nov/2022:07:39:00 +0200] "POST /wp-cron.php?doing_wp_cron=1669354740.2930779457092285156250 HTTP/1.1" 200 166 "http://esa13thconference.eu/wp-cron.php?doing_wp_cron=1669354740.2930779457092285156250" "WordPress/4.9.6; http://esa13thconference.eu"
45.120.69.121 - - [25/Nov/2022:07:38:59 +0200] "POST /wp-login.php HTTP/1.1" 200 2303 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
109.178.174.126 - - [25/Nov/2022:07:39:05 +0200] "GET /stations/geraki/OutsideTempHistory.gif HTTP/1.1" 200 13522 "http://meteoclima.hua.gr/stations/geraki/" "Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36"
109.178.174.126 - - [25/Nov/2022:07:39:05 +0200] "GET /stations/geraki/OutsideHumidityHistory.gif HTTP/1.1" 200 13216 "http://meteoclima.hua.gr/stations/geraki/" "Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36"
109.178.174.126 - - [25/Nov/2022:07:39:05 +0200] "GET /stations/geraki/WindSpeed.gif HTTP/1.1" 200 4725 "http://meteoclima.hua.gr/stations/geraki/" "Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36"
109.178.174.126 - - [25/Nov/2022:07:39:05 +0200] "GET /stations/geraki/YearlyRain.gif HTTP/1.1" 200 4894 "http://meteoclima.hua.gr/stations/geraki/" "Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36"
109.178.174.126 - - [25/Nov/2022:07:39:05 +0200] "GET /stations/geraki/RainRate.gif HTTP/1.1" 200 6175 "http://meteoclima.hua.gr/stations/geraki/" "Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36"
109.178.174.126 - - [25/Nov/2022:07:39:05 +0200] "GET /stations/geraki/10MinAvgWindSpeed.gif HTTP/1.1" 200 4771 "http://meteoclima.hua.gr/stations/geraki/" "Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36"
109.178.174.126 - - [25/Nov/2022:07:39:05 +0200] "GET /stations/geraki/MonthlyRain.gif HTTP/1.1" 200 4940 "http://meteoclima.hua.gr/stations/geraki/" "Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36"
109.178.174.126 - - [25/Nov/2022:07:39:05 +0200] "GET /stations/geraki/Rain.gif HTTP/1.1" 200 4900 "http://meteoclima.hua.gr/stations/geraki/" "Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36"
